File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF259XQC	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR854JES	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										POLR2G-human	DNA			SDS	formaldehyde		2018-01-18	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF001TDO/, /files/ENCFF559FAT/, /files/ENCFF181QCC/, /files/ENCFF316BHA/	800885	ENCODE Processing Pipeline	11427dcba68621b570fb442d68314a13		https://www.encodeproject.org/files/ENCFF259XQC/@@download/ENCFF259XQC.bed.gz				released	s3://encode-public/2018/01/18/85eb815a-6ffc-4dc5-a18a-a29e0666775e/ENCFF259XQC.bed.gz	ENCODE3 hg19	released	moderate library complexity, low read length, low read depth, mild to moderate bottlenecking		
ENCFF485SII	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR854JES	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										POLR2G-human	DNA			SDS	formaldehyde		2018-01-18	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF090PWQ/, /files/ENCFF905ZTG/, /files/ENCFF453OKN/, /files/ENCFF356LFX/, /files/ENCFF213VOX/	793914	ENCODE Processing Pipeline	e62815bac0a66771fba628644bf3ff59		https://www.encodeproject.org/files/ENCFF485SII/@@download/ENCFF485SII.bed.gz				released	s3://encode-public/2020/12/03/cf6de915-b7ce-4ad5-9329-17fd17c60d5d/ENCFF485SII.bed.gz	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, low read length, low read depth, mild to moderate bottlenecking		
ENCFF229KAY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BQB	TF ChIP-seq	/human-donors/ENCDO000AAS/	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										POLR2A-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF546FLZ/, /files/ENCFF356LFX/, /files/ENCFF603AIR/, /files/ENCFF088BAR/	523765	ENCODE Processing Pipeline	67a3e27e0ce9db96f296e1801d284202		https://www.encodeproject.org/files/ENCFF229KAY/@@download/ENCFF229KAY.bed.gz				released	s3://encode-public/2020/12/28/0c9fd57e-81b7-4175-b44c-3588d91b713e/ENCFF229KAY.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, control low read depth, low read depth, mild to moderate bottlenecking		
ENCFF927NEU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR783EPA	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/9519/'], '@type': ['Target', 'Item'], 'name': 'TBPL1-human', 'label': 'TBPL1', '@id': '/targets/TBPL1-human/', 'title': 'TBPL1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '982480db-eb5a-412e-90e0-1dc1583b0658', 'status': 'released'}				TBPL1-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF409OYO/, /files/ENCFF356LFX/, /files/ENCFF174OKT/, /files/ENCFF393BEQ/	111530	ENCODE Processing Pipeline	45cf9da8056e6ec0230767e76d77c9bc		https://www.encodeproject.org/files/ENCFF927NEU/@@download/ENCFF927NEU.bed.gz				released	s3://encode-public/2020/07/03/b03ed167-9537-40ef-a78e-f7bd90340206/ENCFF927NEU.bed.gz	ENCODE4 v1.4.0 GRCh38	released	borderline replicate concordance, low read depth, mild to moderate bottlenecking		
ENCFF198NGY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR972CVS	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/2004/'], '@type': ['Target', 'Item'], 'name': 'ELK3-human', 'label': 'ELK3', '@id': '/targets/ELK3-human/', 'title': 'ELK3 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'd4fc6659-38e3-4971-b1f0-bc04e18afc51', 'status': 'released'}				ELK3-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF820OZZ/, /files/ENCFF174OKT/, /files/ENCFF745ZHC/	29785	ENCODE Processing Pipeline	91e2d481c44a3f933119331eb7f5f9ea		https://www.encodeproject.org/files/ENCFF198NGY/@@download/ENCFF198NGY.bed.gz				released	s3://encode-public/2020/07/01/8a98f2ba-3053-409f-a55d-fbe5f8f46498/ENCFF198NGY.bed.gz	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking		
ENCFF124ORZ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EFH	TF ChIP-seq	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens										MAFK-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF511OMB/, /files/ENCFF356LFX/, /files/ENCFF413PMY/, /files/ENCFF065VLO/, /files/ENCFF163ITV/	826284	ENCODE Processing Pipeline	c7548c251ab33d76dcd7b476af4611ab		https://www.encodeproject.org/files/ENCFF124ORZ/@@download/ENCFF124ORZ.bed.gz				released	s3://encode-public/2020/12/25/fe0875c8-bd43-4054-a5d1-6948fd3c0022/ENCFF124ORZ.bed.gz	ENCODE4 v1.6.1 GRCh38	released	improper control_type of control experiment, low read length, low read depth		
ENCFF562UOF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR355HLV	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens										NR3C1-human	DNA				formaldehyde		2017-10-19	GGR		sonication (Bioruptor Twin)	>200	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF505ZOJ/, /files/ENCFF928UTV/, /files/ENCFF356LFX/, /files/ENCFF439UUO/, /files/ENCFF690PEG/, /files/ENCFF217TGX/, /files/ENCFF250XNZ/	1972	ENCODE Processing Pipeline	140a85ddb1eb8adb8a270b55ac7eabc8		https://www.encodeproject.org/files/ENCFF562UOF/@@download/ENCFF562UOF.bed.gz				released	s3://encode-public/2021/01/02/a0ca2bea-ec6b-498c-9109-0d2011ac7a2f/ENCFF562UOF.bed.gz	ENCODE4 v1.6.1 GRCh38	released			
ENCFF274VMH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR101FJM	TF ChIP-seq	/human-donors/ENCDO000ABE/	EFO:0002824	HCT116	cell line	Homo sapiens										ZNF274-human	DNA						2014-07-07	ENCODE		sonication (Bioruptor generic)	200-500	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF132AWL/, /files/ENCFF089YCK/, /files/ENCFF741IQN/	19447	ENCODE Processing Pipeline	559edfe62958869744849ef2c838011e		https://www.encodeproject.org/files/ENCFF274VMH/@@download/ENCFF274VMH.bed.gz				released	s3://encode-public/2020/12/27/44c6db16-449e-43c4-a004-a9c01e2e5b02/ENCFF274VMH.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, inconsistent platforms, low read depth, mild to moderate bottlenecking		
ENCFF722UJW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000AVD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CHD7-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1	1_1							/files/ENCFF666YXZ/, /files/ENCFF226FKB/, /files/ENCFF356LFX/, /files/ENCFF420ARY/, /files/ENCFF719VML/	20766	ENCODE Processing Pipeline	f9d7e0d4f7f3bd5c6d470cbfa3ff4d49		https://www.encodeproject.org/files/ENCFF722UJW/@@download/ENCFF722UJW.bed.gz				released	s3://encode-public/2021/01/18/d13b1cdb-1523-4cbe-9cf6-aba54eeb5b4c/ENCFF722UJW.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, inconsistent platforms, low read depth, mild to moderate bottlenecking		
ENCFF887WLX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR408JQO	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										IRF3-human	DNA						2014-07-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF125BMK/, /files/ENCFF356LFX/, /files/ENCFF698SFN/, /files/ENCFF526WYZ/, /files/ENCFF783FZL/	70959	ENCODE Processing Pipeline	fa5440dbb30c04ec93192388113cb135		https://www.encodeproject.org/files/ENCFF887WLX/@@download/ENCFF887WLX.bed.gz				released	s3://encode-public/2020/12/04/1d14142e-a5d3-421d-9d47-fb1624505511/ENCFF887WLX.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking		
ENCFF185BRL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BJZ	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										BCLAF1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF874YBK/, /files/ENCFF519KIS/, /files/ENCFF075XYL/, /files/ENCFF882OBA/, /files/ENCFF356LFX/, /files/ENCFF554UVL/, /files/ENCFF408WPU/	373233	ENCODE Processing Pipeline	3367c349f280ca1026e912ef32afc53b		https://www.encodeproject.org/files/ENCFF185BRL/@@download/ENCFF185BRL.bed.gz				released	s3://encode-public/2021/01/06/7c31bcd5-edcd-4ef8-b59b-151f84a24009/ENCFF185BRL.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length		
ENCFF965PER	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000FCE	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ETV6-human	DNA						2014-07-07	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF349ONJ/, /files/ENCFF779PUP/, /files/ENCFF657ATV/, /files/ENCFF318XIW/	123187	ENCODE Processing Pipeline	0c6bff5143065945751d21983a178cfa		https://www.encodeproject.org/files/ENCFF965PER/@@download/ENCFF965PER.bed.gz				released	s3://encode-public/2021/02/04/81bde4e1-0876-4df9-ad66-2330eb7dfbea/ENCFF965PER.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, antibody characterized with exemption		
ENCFF982PLG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EEH	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										NRF1-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF772ZHK/, /files/ENCFF212MUI/, /files/ENCFF252YXD/	40698	ENCODE Processing Pipeline	5fb3afc744bce5b326d440727a32a8f8		https://www.encodeproject.org/files/ENCFF982PLG/@@download/ENCFF982PLG.bed.gz				released	s3://encode-public/2021/01/01/9fe3fc17-2b80-4055-8862-726f192a0681/ENCFF982PLG.bed.gz	ENCODE4 v1.6.1 GRCh38	released	improper control_type of control experiment, low read length, low read depth		
ENCFF633YUQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DZJ	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										BHLHE40-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF683ICJ/, /files/ENCFF863XTX/, /files/ENCFF278NPZ/, /files/ENCFF042LWY/, /files/ENCFF594ZIL/, /files/ENCFF356LFX/, /files/ENCFF947HBR/	502289	ENCODE Processing Pipeline	83f8660a9ed7d3b129533a5e31b14d28		https://www.encodeproject.org/files/ENCFF633YUQ/@@download/ENCFF633YUQ.bed.gz				released	s3://encode-public/2021/01/08/d3d9d2d4-29ce-4488-a536-6a8ba1933303/ENCFF633YUQ.bed.gz	ENCODE4 v1.6.1 GRCh38	released	improper control_type of control experiment, low read length, low read depth		
ENCFF257BGF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR009KLQ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:KLF16'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/83855/'], '@type': ['Target', 'Item'], 'label': 'KLF16', 'title': 'KLF16 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '44d985ce-a4eb-479d-a0f4-b84cc74a9981', 'schema_version': '14', 'name': 'KLF16-human', '@id': '/targets/KLF16-human/', 'status': 'released'}				KLF16-human	DNA						2016-11-08	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF723HPB/, /files/ENCFF839TBJ/, /files/ENCFF790EYI/	537825	ENCODE Processing Pipeline	aab78865bf153f4dbc567e3c1ed85c9b		https://www.encodeproject.org/files/ENCFF257BGF/@@download/ENCFF257BGF.bed.gz				released	s3://encode-public/2020/12/04/d4fb3370-1e15-4513-9934-1a2e1265cfc4/ENCFF257BGF.bed.gz	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification reagents, missing compliant biosample characterization		
ENCFF376FVJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BKD	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										YY1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF509OPR/, /files/ENCFF907UOW/, /files/ENCFF356LFX/, /files/ENCFF595PNZ/	427733	ENCODE Processing Pipeline	b28a35464167d03fcf22d1a418dad9ce		https://www.encodeproject.org/files/ENCFF376FVJ/@@download/ENCFF376FVJ.bed.gz				released	s3://encode-public/2020/12/12/40402c44-fcd8-441f-b5ea-ee9746a2f64e/ENCFF376FVJ.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth, mild to moderate bottlenecking		
ENCFF514IUU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR510GKB	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/54989/'], '@type': ['Target', 'Item'], 'name': 'ZNF770-human', 'label': 'ZNF770', '@id': '/targets/ZNF770-human/', 'title': 'ZNF770 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '11fb841a-8399-4807-9e3a-ea91edc15892', 'status': 'released'}				ZNF770-human	DNA				formaldehyde		2020-07-01	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF041MMU/, /files/ENCFF428KJG/, /files/ENCFF356LFX/, /files/ENCFF581ATI/	800023	ENCODE Processing Pipeline	80fdc0d3f510886a758b76aa6d318585		https://www.encodeproject.org/files/ENCFF514IUU/@@download/ENCFF514IUU.bed.gz				released	s3://encode-public/2020/07/01/27dcccae-1ac0-43b5-ac04-8a3891fdf0b7/ENCFF514IUU.bed.gz	ENCODE4 v1.5.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking		
ENCFF600JNK	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR770AOR	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/1999/'], '@type': ['Target', 'Item'], 'name': 'ELF3-human', 'label': 'ELF3', '@id': '/targets/ELF3-human/', 'title': 'ELF3 (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': '350dbbfb-7278-426b-b13d-0263219ae245', 'status': 'released'}				ELF3-human	DNA						2016-11-08	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF132UNU/, /files/ENCFF723HPB/, /files/ENCFF356LFX/, /files/ENCFF049MIY/	653167	ENCODE Processing Pipeline	7a3e7f6b7e793267e735266171d5df8d		https://www.encodeproject.org/files/ENCFF600JNK/@@download/ENCFF600JNK.bed.gz				released	s3://encode-public/2020/12/03/d26136a9-53af-4926-b3ed-439ee2a7ad55/ENCFF600JNK.bed.gz	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification reagents, missing compliant biosample characterization		
ENCFF358INM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR589SNT	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-293'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7030/'], '@type': ['Target', 'Item'], 'name': 'TFE3-human', 'label': 'TFE3', '@id': '/targets/TFE3-human/', 'title': 'TFE3 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '1090fdea-0fec-40ef-9897-ebfd2d04cbdb', 'status': 'released'}				TFE3-human	DNA						2016-11-08	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF811TPM/, /files/ENCFF356LFX/, /files/ENCFF132CCH/, /files/ENCFF723HPB/	396538	ENCODE Processing Pipeline	3f4054247628a54d9467c6e825d380a0		https://www.encodeproject.org/files/ENCFF358INM/@@download/ENCFF358INM.bed.gz				released	s3://encode-public/2020/12/03/4480e88d-3b12-4b8a-92df-595a3149bb5a/ENCFF358INM.bed.gz	ENCODE4 v1.6.1 GRCh38	released			
ENCFF170GIQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR502GAX	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/22834/'], '@type': ['Target', 'Item'], 'name': 'ZNF652-human', 'label': 'ZNF652', '@id': '/targets/ZNF652-human/', 'title': 'ZNF652 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '42009603-289c-46f2-8df0-41528a22b1b4', 'status': 'released'}				ZNF652-human	DNA						2016-11-08	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF723HPB/, /files/ENCFF356LFX/, /files/ENCFF084WHQ/, /files/ENCFF633PIQ/	280971	ENCODE Processing Pipeline	bca8bb323d3236a711991e3e2a6512a8		https://www.encodeproject.org/files/ENCFF170GIQ/@@download/ENCFF170GIQ.bed.gz				released	s3://encode-public/2020/12/01/41b336ef-ca4a-4330-bef4-27c2cbc30acf/ENCFF170GIQ.bed.gz	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, low read depth		
ENCFF224RFJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR495RMN	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/643836/'], '@type': ['Target', 'Item'], 'name': 'ZFP62-human', 'label': 'ZFP62', '@id': '/targets/ZFP62-human/', 'title': 'ZFP62 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '94e34eb0-953c-4d69-9c69-e1d304c835bd', 'status': 'released'}				ZFP62-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF300AFU/, /files/ENCFF571DCE/, /files/ENCFF657NDS/	28711	ENCODE Processing Pipeline	f270e61e9ec64caa64095c2365beaa0b		https://www.encodeproject.org/files/ENCFF224RFJ/@@download/ENCFF224RFJ.bed.gz				released	s3://encode-public/2020/07/04/100bb826-7d38-4fae-abfc-281b6c755000/ENCFF224RFJ.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF162SGM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR800QIT	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										HNF1A-human	DNA						2016-09-09	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF435WVY/, /files/ENCFF017MOH/, /files/ENCFF356LFX/, /files/ENCFF360KLV/, /files/ENCFF938TRX/	250632	ENCODE Processing Pipeline	b5d932cbf983d5591a2cd2e2187ce6ce		https://www.encodeproject.org/files/ENCFF162SGM/@@download/ENCFF162SGM.bed.gz				released	s3://encode-public/2021/02/04/4b646162-b147-4289-8394-91b011e6479a/ENCFF162SGM.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth		
ENCFF009CVQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR159DQO	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-341'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/2077/'], '@type': ['Target', 'Item'], 'name': 'ERF-human', 'label': 'ERF', '@id': '/targets/ERF-human/', 'title': 'ERF (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': '6c3958ce-67f4-4f09-addc-27516758d7c4', 'status': 'released'}				ERF-human	DNA						2018-02-12	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF723HPB/, /files/ENCFF536YSL/, /files/ENCFF655NCK/, /files/ENCFF356LFX/	553271	ENCODE Processing Pipeline	b7a3ac4de1946b54482b09a35ad7e648		https://www.encodeproject.org/files/ENCFF009CVQ/@@download/ENCFF009CVQ.bed.gz				released	s3://encode-public/2020/12/04/2b80a851-8dc7-4fb8-abd3-246269bb9ce6/ENCFF009CVQ.bed.gz	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification reagents, missing biosample characterization		
ENCFF346JDW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BRI	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										RUNX3-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF305BPN/, /files/ENCFF339NUH/, /files/ENCFF842LUH/, /files/ENCFF691UEA/, /files/ENCFF356LFX/, /files/ENCFF453BWG/	1253220	ENCODE Processing Pipeline	bd42860f9067e3e77f4b9fdf8e4e7abb		https://www.encodeproject.org/files/ENCFF346JDW/@@download/ENCFF346JDW.bed.gz				released	s3://encode-public/2020/12/27/4ffe1f62-cc8f-430a-8fb9-9308328eda36/ENCFF346JDW.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, inconsistent platforms		
ENCFF206BGR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DNZ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ATF1-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF863LHM/, /files/ENCFF146ENO/, /files/ENCFF356LFX/, /files/ENCFF039CRW/, /files/ENCFF464SJL/	292217	ENCODE Processing Pipeline	13a758619083d7b597e891eed150245a		https://www.encodeproject.org/files/ENCFF206BGR/@@download/ENCFF206BGR.bed.gz				released	s3://encode-public/2020/12/26/4e00451c-1402-4ec5-ae11-dd21f64f5f14/ENCFF206BGR.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth, mild to moderate bottlenecking		
